ISIN;Description;Ccy;Price;Issuer;Industry Sector;Maturity;Coupon;Rating;PD 1YR;Outstanding Amount;Callable;Next Call Date;Seniority;Coupon Frequency;Coupon Type;First Coupon Date;Penultimate Coupon Date;Issue date;Bid Price;Ask Price
XS1953240261;TELIAS 2 ⅛ 02/20/34;EUR;91.10666;TELIA COMPANY AB;Communications;20/02/2034;2.125;BBB+;1.15493E-05;500000000;Y;20/11/2033;Sr Unsecured;1;FIXED;20/02/2020;20/02/2033;20/02/2019;90.84;91.374
FR0013404571;DGFP 1 ⅜ 02/21/31;EUR;91.787;AUTOROUTES DU SUD DE LA;Consumer, Non-cyclical;21/02/2031;1.375;A-;4.03887E-05;1000000000;Y;21/11/2030;Sr Unsecured;1;FIXED;21/02/2020;21/02/2030;21/02/2019;91.632;91.942
DE000A2TR083;MBGGR 2 02/27/31;EUR;95.07098;MERCEDES-BENZ GROUP AG;Consumer, Cyclical;27/02/2031;2;A;0.001270443;750000000;N;;Sr Unsecured;1;FIXED;27/02/2020;27/02/2030;27/02/2019;94.855;95.287
FR0013405032;URWFP 1 02/27/27;EUR;98.1898;UNIBAIL-RODAMCO-WESTFLD;Financial;27/02/2027;1;BBB;0.008889247;750000000;Y;27/11/2026;Sr Unsecured;1;FIXED;27/02/2020;27/02/2026;27/02/2019;98.113;98.266
FR0013405040;URWFP 1 ¾ 02/27/34;EUR;85.51656;UNIBAIL-RODAMCO-WESTFLD;Financial;27/02/2034;1.75;BBB;0.008889247;750000000;Y;27/11/2033;Sr Unsecured;1;FIXED;27/02/2020;27/02/2033;27/02/2019;85.268;85.766
XS1955187775;SIEGR 0.9 02/28/28;EUR;96.92;SIEMENS FINANCIERINGSMAT;Industrial;28/02/2028;0.9;AA-;0.006816219;650000000;N;;Sr Unsecured;1;FIXED;28/02/2020;28/02/2027;28/02/2019;96.745;97.095
XS1955187858;SIEGR 1 ¼ 02/28/31;EUR;93.605;SIEMENS FINANCIERINGSMAT;Industrial;28/02/2031;1.25;AA-;0.006816219;800000000;N;;Sr Unsecured;1;FIXED;28/02/2020;28/02/2030;28/02/2019;93.394;93.816
XS1955187932;SIEGR 1 ¾ 02/28/39;EUR;81.46;SIEMENS FINANCIERINGSMAT;Industrial;28/02/2039;1.75;AA-;0.006816219;800000000;N;;Sr Unsecured;1;FIXED;28/02/2020;28/02/2038;28/02/2019;81.117;81.804
XS1958307461;ACAFP 1 ¾ 03/05/29;EUR;96.251;CREDIT AGRICOLE LONDON;Financial;05/03/2029;1.75;A-;0.000125365;1500000000;N;;Sr Non Preferred;1;FIXED;05/03/2020;05/03/2028;05/03/2019;96.152;96.35
XS1958648294;CL 1 ⅜ 03/06/34;EUR;86.93245;COLGATE-PALMOLIVE CO;Consumer, Non-cyclical;06/03/2034;1.375;A+;1.17308E-06;500000000;Y;06/12/2033;Sr Unsecured;1;FIXED;06/03/2020;06/03/2033;06/03/2019;86.744;87.121
XS1960678255;MDT 1 ⅛ 03/07/27;EUR;98.33838;MEDTRONIC GLOBAL HLDINGS;Consumer, Non-cyclical;07/03/2027;1.125;A-;1.28812E-06;1500000000;Y;07/12/2026;Sr Unsecured;1;FIXED;07/03/2020;07/03/2026;07/03/2019;98.272;98.405
XS1960678412;MDT 1 ⅝ 03/07/31;EUR;93.33739;MEDTRONIC GLOBAL HLDINGS;Consumer, Non-cyclical;07/03/2031;1.625;A-;1.28812E-06;1000000000;Y;07/12/2030;Sr Unsecured;1;FIXED;07/03/2020;07/03/2030;07/03/2019;93.163;93.512
XS1960678685;MDT 2 ¼ 03/07/39;EUR;84.00882;MEDTRONIC GLOBAL HLDINGS;Consumer, Non-cyclical;07/03/2039;2.25;A-;1.28812E-06;1000000000;Y;07/12/2038;Sr Unsecured;1;FIXED;07/03/2020;07/03/2038;07/03/2019;83.692;84.325
XS1955024986;KO 1 ¼ 03/08/31;EUR;91.87;COCA-COLA CO/THE;Consumer, Non-cyclical;08/03/2031;1.25;A+;6.77015E-08;750000000;N;;Sr Unsecured;1;FIXED;08/03/2020;08/03/2030;08/03/2019;91.731;92.008
FR0013407418;CMARK 3 ⅜ 03/11/31;EUR;99.874;CREDIT MUTUEL ARKEA;Financial;11/03/2031;3.375;BBB+;1.22381E-05;750000000;N;;Subordinated;1;FIXED;11/03/2020;11/03/2030;11/03/2019;99.619;100.13
XS1961772560;TELEFO 1.788 03/12/29;EUR;96.929;TELEFONICA EMISIONES SAU;Communications;12/03/2029;1.788;BBB-;0.021357445;1000000000;Y;12/12/2028;Sr Unsecured;1;FIXED;12/03/2020;12/03/2028;12/03/2019;96.782;97.076
XS1960589155;HTHROW 1 ⅞ 03/14/34;EUR;86.705;HEATHROW FUNDING LTD;Industrial;14/03/2034;1.875;BBB+;0.024398591;650000000;N;;1st lien;1;FIXED;14/03/2020;14/03/2033;14/03/2019;86.486;86.925
FR0013408960;BFCM 1 ¾ 03/15/29;EUR;96.40869;BANQUE FED CRED MUTUEL;Financial;15/03/2029;1.75;A-;1.08678E-05;1000000000;N;;Sr Non Preferred;1;FIXED;15/03/2020;15/03/2028;15/03/2019;96.263;96.555
XS1962571011;SGOFP 1 ⅞ 03/15/31;EUR;94.15;CIE DE SAINT-GOBAIN SA;Industrial;15/03/2031;1.875;BBB+;0.000335785;1044000000;N;;Sr Unsecured;1;FIXED;15/03/2020;15/03/2030;15/03/2019;93.959;94.341
XS1963745234;MCD 1.6 03/15/31;EUR;92.64417;MCDONALD'S CORP;Consumer, Cyclical;15/03/2031;1.6;BBB+;4.53177E-07;500000000;Y;15/12/2030;Sr Unsecured;1;FIXED;15/03/2020;15/03/2030;15/03/2019;92.495;92.793
XS1963553919;PEP 0 ¾ 03/18/27;EUR;97.73566;PEPSICO INC;Consumer, Non-cyclical;18/03/2027;0.75;A+;2.5576E-06;500000000;Y;18/12/2026;Sr Unsecured;1;FIXED;18/03/2020;18/03/2026;18/03/2019;97.677;97.795
XS1963555617;PEP 1 ⅛ 03/18/31;EUR;91.42617;PEPSICO INC;Consumer, Non-cyclical;18/03/2031;1.125;A+;2.5576E-06;500000000;Y;18/12/2030;Sr Unsecured;1;FIXED;18/03/2020;18/03/2030;18/03/2019;91.235;91.617
FR0013409844;SANFP 0 ⅞ 03/21/29;EUR;94.354;SANOFI SA;Consumer, Non-cyclical;21/03/2029;0.875;AA-;2.18798E-05;650000000;Y;21/12/2028;Sr Unsecured;1;FIXED;21/03/2020;21/03/2028;21/03/2019;94.218;94.489
FR0013409851;SANFP 1 ¼ 03/21/34;EUR;85.626;SANOFI SA;Consumer, Non-cyclical;21/03/2034;1.25;AA-;2.18798E-05;500000000;Y;21/12/2033;Sr Unsecured;1;FIXED;21/03/2020;21/03/2033;21/03/2019;85.291;85.96
XS1963116964;SRENVX 2.534 04/30/50;EUR;96.333;SWISS RE FINANCE LUX;Financial;30/04/2050;2.534;A;0.001784866;538500000;Y;30/04/2030;Subordinated;1;VARIABLE;30/04/2019;30/04/2049;21/03/2019;96.109;96.557
XS1963837197;MMC 1.979 03/21/30;EUR;96.41885;MARSH & MCLENNAN COS INC;Financial;21/03/2030;1.979;A-;2.45897E-07;550000000;Y;21/12/2029;Sr Unsecured;1;FIXED;21/03/2020;21/03/2029;21/03/2019;96.171;96.667
FR0013410818;SOCGEN 1 ¾ 03/22/29;EUR;96.137;SOCIETE GENERALE;Financial;22/03/2029;1.75;BBB;0.00033915;1250000000;N;;Sr Non Preferred;1;FIXED;22/03/2020;22/03/2028;22/03/2019;96.024;96.251
DE000A2TSDE2;DT 1 ¾ 03/25/31;EUR;95.582;DEUTSCHE TELEKOM AG;Communications;25/03/2031;1.75;BBB+;0.000125821;1000000000;N;;Sr Unsecured;1;FIXED;25/03/2020;25/03/2030;25/03/2019;95.306;95.858
XS1968706108;ACAFP 2 03/25/29;EUR;96.815;CREDIT AGRICOLE SA;Financial;25/03/2029;2;BBB+;0.000125365;1250000000;N;;Subordinated;1;FIXED;25/03/2020;25/03/2028;25/03/2019;96.609;97.02
XS1969600748;CNHI 1 ¾ 03/25/27;EUR;98.93;CNH INDUSTRIAL FIN EUR S;Industrial;25/03/2027;1.75;BBB;0.05446984;600000000;Y;25/12/2026;Sr Unsecured;1;FIXED;25/03/2020;25/03/2026;25/03/2019;98.857;99.003
XS1966038249;TLSAU 1 ⅜ 03/26/29;EUR;95.88042;TELSTRA GROUP LTD;Communications;26/03/2029;1.375;A-;1.00035E-08;600000000;Y;26/12/2028;Sr Unsecured;1;FIXED;26/03/2020;26/03/2028;26/03/2019;95.766;95.995
XS1967635977;ABESM 2 ⅜ 09/27/27;EUR;99.545;ABERTIS INFRAESTRUCTURAS;Consumer, Non-cyclical;27/09/2027;2.375;BBB-;0.016819763;1000000000;Y;27/06/2027;Sr Unsecured;1;FIXED;27/09/2020;27/09/2026;27/03/2019;99.439;99.651
XS1967636199;ABESM 3 03/27/31;EUR;98.926;ABERTIS INFRAESTRUCTURAS;Consumer, Non-cyclical;27/03/2031;3;BBB-;0.016819763;1000000000;Y;27/12/2030;Sr Unsecured;1;FIXED;27/03/2020;27/03/2030;27/03/2019;98.743;99.109
XS1968706520;SCGAU 1.45 03/28/29;EUR;95.333;SCENTRE GROUP TRUST 1/2;Financial;28/03/2029;1.45;A;0.001333381;500000000;Y;28/12/2028;Sr Unsecured;1;FIXED;28/03/2020;28/03/2028;28/03/2019;95.233;95.434
DE000A2LQRS3;DT 2 ¼ 03/29/39;EUR;85.647;DEUTSCHE TELEKOM AG;Communications;29/03/2039;2.25;BBB+;0.000125821;500000000;N;;Sr Unsecured;1;FIXED;29/03/2020;29/03/2038;29/03/2019;85.25;86.044
XS1843442622;NDAQ 1 ¾ 03/28/29;EUR;96.393;NASDAQ INC;Financial;28/03/2029;1.75;BBB+;1.5499E-06;600000000;Y;28/12/2028;Sr Unsecured;1;FIXED;28/03/2020;28/03/2028;01/04/2019;96.24;96.547
XS1972547696;VW 2 ¼ 10/01/27;EUR;99.403;VOLKSWAGEN FINANCIAL SER;Consumer, Non-cyclical;01/10/2027;2.25;BBB+;0.003521565;650000000;N;;Sr Unsecured;1;FIXED;01/10/2019;01/10/2026;01/04/2019;99.301;99.504
XS1979280853;VZ 0 ⅞ 04/08/27;EUR;97.836;VERIZON COMMUNICATIONS;Communications;08/04/2027;0.875;BBB+;0.000164108;622793000;Y;08/01/2027;Sr Unsecured;1;FIXED;08/04/2020;08/04/2026;08/04/2019;97.704;97.967
XS1979280937;VZ 1 ¼ 04/08/30;EUR;92.9;VERIZON COMMUNICATIONS;Communications;08/04/2030;1.25;BBB+;0.000164108;1250000000;Y;08/01/2030;Sr Unsecured;1;FIXED;08/04/2020;08/04/2029;08/04/2019;92.736;93.064
BE0002644251;AGSBB 3 ¼ 07/02/49;EUR;99.27743;AGEAS;Financial;02/07/2049;3.25;A-;4.2946E-07;500000000;Y;02/07/2029;Subordinated;1;VARIABLE;02/07/2019;02/04/2049;10/04/2019;99.059;99.496
XS1979490239;BX 1 ½ 04/10/29;EUR;95.703;BLACKSTONE HOLDINGS FINA;Financial;10/04/2029;1.5;A+;1.41591E-05;600000000;Y;10/01/2029;Sr Unsecured;1;FIXED;10/04/2020;10/04/2028;10/04/2019;95.517;95.889
XS1980064833;C 1 ¼ 04/10/29;EUR;95.07726;CITIGROUP INC;Financial;10/04/2029;1.25;A-;0.000312288;1350000000;Y;10/03/2029;Sr Unsecured;1;FIXED;10/04/2020;10/04/2028;10/04/2019;94.966;95.189
XS1974922525;NHYNO 2 04/11/29;EUR;97.345;NORSK HYDRO ASA;Basic Materials;11/04/2029;2;NR;6.09411E-05;300000000;Y;11/01/2029;Sr Unsecured;1;FIXED;11/04/2020;11/04/2028;11/04/2019;97.178;97.513
XS1981054221;CCEP 1 ⅛ 04/12/29;EUR;94.71406;COCA-COLA EUROPACIFIC;Consumer, Non-cyclical;12/04/2029;1.125;BBB+;5.8577E-06;500000000;Y;12/01/2029;Sr Unsecured;1;FIXED;12/04/2020;12/04/2028;12/04/2019;94.614;94.814
XS1986416268;SIKASW 0 ⅞ 04/29/27;EUR;97.651;SIKA CAPITAL BV;Industrial;29/04/2027;0.875;NR;2.77717E-05;500000000;Y;29/01/2027;Sr Unsecured;1;FIXED;29/04/2020;29/04/2026;29/04/2019;97.579;97.723
XS1986416698;SIKASW 1 ½ 04/29/31;EUR;92.36947;SIKA CAPITAL BV;Industrial;29/04/2031;1.5;NR;2.77717E-05;500000000;Y;29/01/2031;Sr Unsecured;1;FIXED;29/04/2020;29/04/2030;29/04/2019;92.192;92.547
XS1989380172;NFLX 3 ⅞ 11/15/29;EUR;104.2676;NETFLIX INC;Communications;15/11/2029;3.875;A-;6.46298E-07;1200000000;N;;Sr Unsecured;2;FIXED;15/12/2019;15/06/2029;29/04/2019;104.069;104.466
XS1989708836;ASRNED 3 ⅜ 05/02/49;EUR;100.3078;ASR NEDERLAND NV;Financial;02/05/2049;3.375;NR;6.9113E-05;500000000;Y;02/02/2029;Subordinated;1;VARIABLE;02/05/2020;02/05/2048;02/05/2019;100.047;100.568
XS1991126431;RABOBK 1 ⅛ 05/07/31;EUR;90.05767;COOPERATIEVE RABOBANK UA;Financial;07/05/2031;1.125;A-;5.75847E-06;1000000000;N;;Sr Non Preferred;1;FIXED;07/05/2020;07/05/2030;07/05/2019;89.872;90.243
XS1991265395;BAC 1.381 05/09/30;EUR;94.83;BANK OF AMERICA CORP;Financial;09/05/2030;1.381;A+;0.000123703;1250000000;Y;09/05/2029;Sr Unsecured;1;VARIABLE;09/05/2020;09/02/2030;09/05/2019;94.718;94.942
XS1995781546;CCHLN 1 05/14/27;EUR;97.757;COCA-COLA HBC FINANCE BV;Consumer, Non-cyclical;14/05/2027;1;BBB+;0.014100174;700000000;Y;14/02/2027;Sr Unsecured;1;FIXED;14/05/2020;14/05/2026;14/05/2019;97.691;97.822
XS1995795504;CCHLN 1 ⅝ 05/14/31;EUR;92.81154;COCA-COLA HBC FINANCE BV;Consumer, Non-cyclical;14/05/2031;1.625;BBB+;0.014100174;576600000;Y;14/02/2031;Sr Unsecured;1;FIXED;14/05/2020;14/05/2030;14/05/2019;92.656;92.967
FR0013419736;CAFP 1 05/17/27;EUR;97.861;CARREFOUR SA;Consumer, Non-cyclical;17/05/2027;1;NR;0.000487552;500000000;Y;17/02/2027;Sr Unsecured;1;FIXED;17/05/2020;17/05/2026;15/05/2019;97.733;97.99
XS1998215559;BAX 1.3 05/15/29;EUR;94.494;BAXTER INTERNATIONAL INC;Consumer, Non-cyclical;15/05/2029;1.3;BBB;0.001046548;750000000;Y;15/02/2029;Sr Unsecured;1;FIXED;15/05/2020;15/05/2028;15/05/2019;94.372;94.616
XS1997077364;TCLAU 1.45 05/16/29;EUR;95.32664;TRANSURBAN FINANCE CO;Consumer, Non-cyclical;16/05/2029;1.45;BBB+;1.1415E-06;600000000;Y;16/02/2029;Secured;1;FIXED;16/05/2020;16/05/2028;16/05/2019;95.207;95.446
XS1995662027;ADENVX 1 ¼ 11/20/29;EUR;93.576;ADECCO INT FINANCIAL SVS;Consumer, Non-cyclical;20/11/2029;1.25;BBB+;0.001753951;300000000;Y;20/08/2029;Sr Unsecured;1;FIXED;20/11/2019;20/11/2028;20/05/2019;93.352;93.801
XS1998798042;NAB 1 ⅛ 05/20/31;EUR;91.741;NATIONAL AUSTRALIA BANK;Financial;20/05/2031;1.125;AA-;2.72424E-05;500000000;N;;Sr Unsecured;1;FIXED;20/05/2020;20/05/2030;20/05/2019;91.483;92
XS1843435923;FIS 2 05/21/30;EUR;95.418;FIDELITY NATL INFO SERV;Technology;21/05/2030;2;BBB;5.41796E-05;1000000000;Y;21/02/2030;Sr Unsecured;1;FIXED;21/05/2020;21/05/2029;21/05/2019;95.273;95.563
XS1843436145;FIS 2.95 05/21/39;EUR;88.949;FIDELITY NATL INFO SERV;Technology;21/05/2039;2.95;BBB;5.41796E-05;500000000;Y;21/02/2039;Sr Unsecured;1;FIXED;21/05/2020;21/05/2038;21/05/2019;88.622;89.276
XS1843436228;FIS 1 ½ 05/21/27;EUR;98.336;FIDELITY NATL INFO SERV;Technology;21/05/2027;1.5;BBB;5.41796E-05;1250000000;Y;21/02/2027;Sr Unsecured;1;FIXED;21/05/2020;21/05/2026;21/05/2019;98.263;98.409
XS1998904921;KKR 1 ⅝ 05/22/29;EUR;95.59467;KKR GRP FIN CO V LLC;Financial;22/05/2029;1.625;A;0.0030325;650000000;Y;22/02/2029;Sr Unsecured;1;FIXED;22/05/2020;22/05/2028;22/05/2019;95.378;95.812
FR0013421369;CMARK 1 ⅛ 05/23/29;EUR;94.24264;CREDIT MUTUEL ARKEA;Financial;23/05/2029;1.125;A+;1.22381E-05;500000000;N;;Sr Preferred;1;FIXED;23/05/2020;23/05/2028;23/05/2019;94.114;94.371
XS1995716211;SAMPFH 3 ⅜ 05/23/49;EUR;100.146;SAMPO OYJ;Financial;23/05/2049;3.375;NR;1.08227E-09;500000000;Y;23/05/2029;Subordinated;1;VARIABLE;23/05/2020;23/02/2049;23/05/2019;99.944;100.349
XS2002017361;VOD 0.9 11/24/26;EUR;98.49784;VODAFONE GROUP PLC;Communications;24/11/2026;0.9;BBB;0.000445526;437559000;N;;Sr Unsecured;1;FIXED;24/11/2019;24/11/2025;24/05/2019;98.398;98.598
XS2002018500;VOD 1 ⅝ 11/24/30;EUR;93.49;VODAFONE GROUP PLC;Communications;24/11/2030;1.625;BBB;0.000445526;1000000000;N;;Sr Unsecured;1;FIXED;24/11/2019;24/11/2029;24/05/2019;93.319;93.661
XS2002019060;VOD 2 ½ 05/24/39;EUR;85.288;VODAFONE GROUP PLC;Communications;24/05/2039;2.5;BBB;0.000445526;750000000;N;;Sr Unsecured;1;FIXED;24/05/2020;24/05/2038;24/05/2019;84.915;85.661
FR0013421815;ACAFP 1 07/03/29;EUR;93.82;CREDIT AGRICOLE LONDON;Financial;03/07/2029;1;A+;0.000125365;1000000000;N;;Sr Preferred;1;FIXED;03/07/2020;03/07/2028;28/05/2019;93.718;93.921
FR0013422011;BNP 1 ⅜ 05/28/29;EUR;94.769;BNP PARIBAS;Financial;28/05/2029;1.375;A-;0.000632394;1450000000;N;;Sr Non Preferred;1;FIXED;28/05/2020;28/05/2028;28/05/2019;94.644;94.894
FR0013422227;GFCFP 1 ⅝ 05/29/34;EUR;86.753;GECINA;Financial;29/05/2034;1.625;A-;0.000165878;700000000;Y;28/02/2034;Sr Unsecured;1;FIXED;29/05/2020;29/05/2033;29/05/2019;86.473;87.034
XS1843434793;ITW 1 06/05/31;EUR;89.72686;ILLINOIS TOOL WORKS INC;Industrial;05/06/2031;1;A+;1.13905E-06;500000000;Y;05/03/2031;Sr Unsecured;1;FIXED;05/06/2020;05/06/2030;05/06/2019;89.55;89.903
XS1843435170;ITW 0 ⅝ 12/05/27;EUR;96.32327;ILLINOIS TOOL WORKS INC;Industrial;05/12/2027;0.625;A+;1.13905E-06;500000000;Y;05/09/2027;Sr Unsecured;1;FIXED;05/12/2019;05/12/2026;05/06/2019;96.247;96.399
XS2008925344;UNANA 1 ½ 06/11/39;EUR;78.251;UNILEVER PLC;Consumer, Non-cyclical;11/06/2039;1.5;A+;7.01173E-07;650000000;N;;Sr Unsecured;1;FIXED;11/06/2020;11/06/2038;11/06/2019;77.979;78.523
XS2009943379;ENXFP 1 ⅛ 06/12/29;EUR;94.97472;EURONEXT NV;Financial;12/06/2029;1.125;NR;4.25259E-07;750000000;Y;12/03/2029;Sr Unsecured;1;FIXED;12/06/2020;12/06/2028;12/06/2019;94.838;95.112
XS2010331440;COF 1.65 06/12/29;EUR;95.332;CAPITAL ONE FINANCIAL CO;Financial;12/06/2029;1.65;BBB+;0.000282375;500000000;N;;Sr Unsecured;1;FIXED;12/06/2020;12/06/2028;12/06/2019;95.181;95.483
FR0013425147;PUBFP 1 ¼ 06/13/28;EUR;96.469;MMS USA HOLDINGS INC;Communications;13/06/2028;1.25;BBB+;2.97601E-05;750000000;Y;13/03/2028;Sr Unsecured;1;FIXED;13/06/2020;13/06/2027;13/06/2019;96.352;96.586
FR0013425154;PUBFP 1 ¾ 06/13/31;EUR;92.871;MMS USA INVESTMENTS INC;Communications;13/06/2031;1.75;BBB+;2.97601E-05;750000000;Y;13/03/2031;Sr Unsecured;1;FIXED;13/06/2020;13/06/2030;13/06/2019;92.656;93.087
XS2010331101;DE 1.65 06/13/39;EUR;78.76553;JOHN DEERE CASH MANAGEME;Industrial;13/06/2039;1.65;A;0.000246194;650000000;N;;Sr Unsecured;1;FIXED;13/06/2020;13/06/2038;13/06/2019;78.459;79.072
XS2013626010;ZURNVX 1 ⅝ 06/17/39;EUR;79.984;ZURICH FINANCE IRELAND;Financial;17/06/2039;1.625;AA-;0.001491281;500000000;Y;17/03/2039;Sr Unsecured;1;FIXED;17/06/2020;17/06/2038;17/06/2019;79.496;80.473
FR0013425162;BFCM 1 ⅞ 06/18/29;EUR;95.84;BANQUE FED CRED MUTUEL;Financial;18/06/2029;1.875;BBB+;1.08678E-05;1000000000;N;;Subordinated;1;FIXED;18/06/2020;18/06/2028;18/06/2019;95.636;96.045
XS2012102674;CB 0 ⅞ 06/15/27;EUR;97.45;CHUBB INA HOLDINGS LLC;Financial;15/06/2027;0.875;A;2.80507E-07;575000000;Y;15/03/2027;Sr Unsecured;1;FIXED;15/06/2020;15/06/2026;18/06/2019;97.348;97.552
XS2012102914;CB 1.4 06/15/31;EUR;91.37041;CHUBB INA HOLDINGS LLC;Financial;15/06/2031;1.4;A;2.80507E-07;575000000;Y;15/03/2031;Sr Unsecured;1;FIXED;15/06/2020;15/06/2030;18/06/2019;91.099;91.642
FR0013428067;AIFP 0 ⅝ 06/20/30;EUR;90.76;AIR LIQUIDE FINANCE;Basic Materials;20/06/2030;0.625;A;0.010105715;600000000;Y;20/03/2030;Sr Unsecured;1;FIXED;20/06/2020;20/06/2029;20/06/2019;90.597;90.923
XS2015329498;INVSA 1 ½ 06/20/39;EUR;75.70499;INVESTOR AB;Financial;20/06/2039;1.5;AA-;4.82318E-08;500000000;Y;20/03/2039;Sr Unsecured;1;FIXED;20/06/2020;20/06/2038;20/06/2019;75.365;76.045
FR0013428943;LRFP 0 ⅝ 06/24/28;EUR;95.028;LEGRAND SA;Industrial;24/06/2028;0.625;NR;6.83986E-06;475000000;Y;24/03/2028;Sr Unsecured;1;FIXED;24/06/2020;24/06/2027;24/06/2019;94.938;95.117
XS2011260705;MRKGR 2 ⅞ 06/25/2079;EUR;98.026;MERCK KGAA;Consumer, Non-cyclical;25/06/2079;2.875;BBB;1.5421E-05;633900000;Y;25/03/2029;Jr Subordinated;1;VARIABLE;25/06/2020;25/06/2078;25/06/2019;97.7;98.353
XS2006277508;AMXLMM 0 ¾ 06/26/27;EUR;97.09;AMERICA MOVIL SAB DE CV;Communications;26/06/2027;0.75;BBB+;4.0591E-05;765835000;Y;26/03/2027;Sr Unsecured;1;FIXED;26/06/2020;26/06/2026;26/06/2019;96.978;97.202
FR0013430741;LIFP 0 ⅝ 07/01/30;EUR;89.903;KLEPIERRE SA;Financial;01/07/2030;0.625;A-;2.73016E-05;700000000;Y;01/04/2030;Sr Unsecured;1;FIXED;01/07/2020;01/07/2029;01/07/2019;89.668;90.137
FR0013431715;URWFP 1 ¾ 07/01/49;EUR;60.043;UNIBAIL-RODAMCO-WESTFLD;Financial;01/07/2049;1.75;BBB;0.008889247;500000000;Y;01/01/2049;Sr Unsecured;1;FIXED;01/07/2020;01/07/2048;01/07/2019;59.662;60.423
XS1843434108;FI 1 ⅝ 07/01/30;EUR;93.598;FISERV INC;Technology;01/07/2030;1.625;BBB;0.000255013;500000000;Y;01/04/2030;Sr Unsecured;1;FIXED;01/07/2020;01/07/2029;01/07/2019;93.413;93.783
XS1843434280;FI 1 ⅛ 07/01/27;EUR;97.815;FISERV INC;Technology;01/07/2027;1.125;BBB;0.000255013;500000000;Y;01/04/2027;Sr Unsecured;1;FIXED;01/07/2020;01/07/2026;01/07/2019;97.74;97.889
XS2018637327;HEIGR 1 ⅛ 12/01/27;EUR;97.23684;HEIDELBERG MATERIALS FIN;Industrial;01/12/2027;1.125;BBB;0.01639308;750000000;Y;01/09/2027;Sr Unsecured;1;FIXED;01/12/2019;01/12/2026;01/07/2019;97.121;97.353
XS2020583618;TELEFO 1.957 07/01/39;EUR;77.862;TELEFONICA EMISIONES SAU;Communications;01/07/2039;1.957;BBB-;0.021357445;500000000;Y;01/01/2039;Sr Unsecured;1;FIXED;01/07/2020;01/07/2038;01/07/2019;77.463;78.261
FR0013431277;BNP 1 ⅝ 07/02/31;EUR;90.387;BNP PARIBAS;Financial;02/07/2031;1.625;BBB+;0.000632394;1108000000;N;;Subordinated;1;FIXED;02/07/2020;02/07/2030;02/07/2019;90.17;90.603
XS2020670852;MDT 1 07/02/31;EUR;89.469;MEDTRONIC GLOBAL HLDINGS;Consumer, Non-cyclical;02/07/2031;1;A-;1.28812E-06;1000000000;Y;02/04/2031;Sr Unsecured;1;FIXED;02/07/2020;02/07/2030;02/07/2019;89.277;89.661
XS2020670936;MDT 1 ½ 07/02/39;EUR;75.552;MEDTRONIC GLOBAL HLDINGS;Consumer, Non-cyclical;02/07/2039;1.5;A-;1.28812E-06;1000000000;Y;02/04/2039;Sr Unsecured;1;FIXED;02/07/2020;02/07/2038;02/07/2019;75.282;75.822
XS2020671157;MDT 1 ¾ 07/02/49;EUR;62.805;MEDTRONIC GLOBAL HLDINGS;Consumer, Non-cyclical;02/07/2049;1.75;A-;1.28812E-06;1000000000;Y;02/01/2049;Sr Unsecured;1;FIXED;02/07/2020;02/07/2048;02/07/2019;62.535;63.074
XS2022084367;CNHI 1 ⅝ 07/03/29;EUR;95.524;CNH INDUSTRIAL FIN EUR S;Industrial;03/07/2029;1.625;BBB;0.05446984;500000000;Y;03/04/2029;Sr Unsecured;1;FIXED;03/07/2020;03/07/2028;03/07/2019;95.403;95.645
XS2022424993;ISPIM 1 ¾ 07/04/29;EUR;96.39219;INTESA SANPAOLO SPA;Financial;04/07/2029;1.75;BBB+;0.000100348;1000000000;N;;Sr Preferred;1;FIXED;04/07/2020;04/07/2028;04/07/2019;96.266;96.518
XS2023644201;MRKGR 0 ⅜ 07/05/27;EUR;96.644;MERCK FIN SERVICES GMBH;Consumer, Non-cyclical;05/07/2027;0.375;A-;0.014005227;600000000;Y;05/04/2027;Sr Unsecured;1;FIXED;05/07/2020;05/07/2026;05/07/2019;96.561;96.726
XS2023644540;MRKGR 0 ⅞ 07/05/31;EUR;88.62839;MERCK FIN SERVICES GMBH;Consumer, Non-cyclical;05/07/2031;0.875;A-;0.014005227;800000000;Y;05/04/2031;Sr Unsecured;1;FIXED;05/07/2020;05/07/2030;05/07/2019;88.459;88.798
XS2024715794;DT 0 ½ 07/05/27;EUR;97.135;DEUTSCHE TELEKOM AG;Communications;05/07/2027;0.5;BBB+;0.000125821;1006905000;N;;Sr Unsecured;1;FIXED;05/07/2020;05/07/2026;05/07/2019;97.009;97.261
XS2024716099;DT 1 ⅜ 07/05/34;EUR;86.063;DEUTSCHE TELEKOM AG;Communications;05/07/2034;1.375;BBB+;0.000125821;850000000;N;;Sr Unsecured;1;FIXED;05/07/2020;05/07/2033;05/07/2019;85.749;86.377
XS2019814503;OMC 0.8 07/08/27;EUR;97.05675;OMNICOM FINANCE HOLD;Communications;08/07/2027;0.8;BBB+;0.000385162;500000000;Y;08/04/2027;Sr Unsecured;1;FIXED;08/07/2020;08/07/2026;08/07/2019;96.946;97.167
XS2019815062;OMC 1.4 07/08/31;EUR;91.038;OMNICOM FINANCE HOLD;Communications;08/07/2031;1.4;BBB+;0.000385162;500000000;Y;08/04/2031;Sr Unsecured;1;FIXED;08/07/2020;08/07/2030;08/07/2019;90.828;91.249
